Sura;Aya;Bagian;Arabic;Transliteration;Transcript
41;52;2;بِهٖ مَنْ اَضَلُّ مِمَّنْ هُوَ فِيْ شِقَاقٍۢ بَعِيْدٍ;bihī man aḍallu mim man huwa fī syiqāqim ba'īd;m bi hī man a ḍal lu mim man hu wa fī syi qā qim ba 'īd
41;53;1;سَنُرِيْهِمْ اٰيٰتِنَا فِى الْاٰفَاقِ وَفِيْٓ اَنْفُسِهِمْ حَتّٰى يَتَبَيَّنَ لَهُمْ;sanurīhim āyātinā fil-āfāqi wa fī anfusihim ḥattā yatabayyana lah;sa nu rī him ā yā ti nā fil ā fā qi wa fī an fu si him ḥat tā ya ta bay ya na la h
41;53;2;اَنَّهُ الْحَقُّۗ اَوَلَمْ يَكْفِ بِرَبِّكَ اَنَّهٗ عَلٰى كُلِّ شَيْءٍ شَهِيْدٌ;nahul-ḥaqq, a wa lam yakfi birabbika annahụ 'alā kulli syai`in syahī;n na hul ḥaqq , a wa lam yak fi bi rab bi ka an na hụ 'a lā kul li syai `in sya hī
41;54;1;اَلَآ اِنَّهُمْ فِيْ مِرْيَةٍ مِّنْ لِّقَاۤءِ رَبِّهِمْ ۗ اَلَآ اِنَّهٗ بِكُلِّ شَيْءٍ مُّحِيْطٌ ࣖ;alā innahum fī miryatim mil liqā`i rabbihim, alā innahụ bikulli syai`im muḥīṭ;a lā in na hum fī mir ya tim mil li qā `i rab bi him , a lā in na hụ bi kul li syai `im mu ḥīṭ
42;1;1;حٰمۤ ۚ;ḥā mīm;ḥā mīm
42;2;1;عۤسۤقۤ ۗ;'Aīn sīn qāf;Aīn sīn qāf
42;3;1;كَذٰلِكَ يُوْحِيْٓ اِلَيْكَ وَاِلَى الَّذِيْنَ مِنْ قَبْلِكَۙ اللّٰهُ الْعَزِيْزُ الْحَكِيْمُ;każālika yụḥī ilaika wa ilallażīna ming qablikallāhul-'azīzul-ḥakīm;ka żā li ka yụ ḥī i lai ka wa i lal la żī na ming qab li kall llā hul 'a zī zul ḥa k
42;4;1;لَهٗ مَا فِى السَّمٰوٰتِ وَمَا فِى الْاَرْضِۗ وَهُوَ الْعَلِيُّ الْعَظِيْمُ;lahụ mā fis-samāwāti wa mā fil-arḍ, wa huwal-'aliyyul-'aẓīm;la hụ mā fis sa mā wā ti wa mā fil arḍ , wa hu wal 'a liy yul 'a ẓīm
42;5;1;تَكَادُ السَّمٰوٰتُ يَتَفَطَّرْنَ مِنْ فَوْقِهِنَّ وَالْمَلٰۤىِٕكَةُ;takādus-samāwātu yatafaṭṭarna min fauqihinna wal-malā`ikat;ta kā dus sa mā wā tu ya ta faṭ ṭar na min fau qi hin na wal ma lā `i ka t
42;5;2;يُسَبِّحُوْنَ بِحَمْدِ رَبِّهِمْ وَيَسْتَغْفِرُوْنَ لِمَنْ فِى الْاَرْضِۗ;yusabbiḥụna biḥamdi rabbihim wa yastagfirụna liman fil-arḍ;u yu sab bi ḥụ na bi ḥam di rab bi him wa yas tag fi rụ na li man fil arḍ
42;5;3;اَلَآ اِنَّ اللّٰهَ هُوَ الْغَفُوْرُ الرَّحِيْمُ;alā innallāha huwal-gafụrur-raḥīm;l llā ha hu wal ga fụ rur ra ḥīm
42;6;1;وَالَّذِيْنَ اتَّخَذُوْا مِنْ دُوْنِهٖٓ اَوْلِيَاۤءَ اللّٰهُ;wallażīnattakhażụ min dụnihī auliyā`allāhu ;wal la żī nat ta kha żụ min dụ ni hī au li yā `all llā
42;6;2;حَفِيْظٌ عَلَيْهِمْۖ وَمَآ اَنْتَ عَلَيْهِمْ بِوَكِيْلٍ; ḥafīẓun 'alaihim wa mā anta 'alaihim biwakīl;u ḥa fī ẓun 'a lai him wa mā an ta 'a lai him bi wa kīl
42;7;1;وَكَذٰلِكَ اَوْحَيْنَآ اِلَيْكَ قُرْاٰنًا عَرَبِيًّا لِّتُنْذِرَ;każālika auḥainā ilaika qur`ānan 'arabiyyal litunżira;a ka żā li ka au ḥai nā i lai ka qur `ā nan 'a ra biy yal li tun żi ra
42;7;2;اُمَّ الْقُرٰى وَمَنْ حَوْلَهَا وَتُنْذِرَ يَوْمَ الْجَمْعِ لَا رَيْبَ;mal-qurā wa man ḥaulahā wa tunżira yaumal-jam'i lā ra;m mal qu rā wa man ḥau la hā wa tun żi ra yau mal jam 'i lā ra
42;7;3;فِيْهِ ۗفَرِيْقٌ فِى الْجَنَّةِ وَفَرِيْقٌ فِى السَّعِيْرِ;fīh, farīqun fil-jannati wa farīqun fis-sa'ī;a fīh , fa rī qun fil jan na ti wa fa rī qun fis sa 'ī
42;8;1;وَلَوْ شَاۤءَ اللّٰهُ لَجَعَلَهُمْ اُمَّةً وَّاحِدَةً وَّلٰكِنْ يُّدْخِلُ مَنْ يَّشَاۤءُ;walau syā`allāhu laja'alahum ummataw wāḥidataw wa lākiy yudkhilu may yasyā`u ;l llā hu la ja 'a la hum um ma taw wā ḥi da taw wa lā kiy yud khi lu may ya syā `u fī raḥ ma tih
42;8;2;فِيْ رَحْمَتِهٖۗ وَالظّٰلِمُوْنَ مَا لَهُمْ مِّنْ وَّلِيٍّ وَّلَا نَصِيْرٍ;fī raḥmatih, waẓ-ẓālimụna mā lahum miw waliyyiw wa lā naṣ;u fī raḥ ma tih , waẓ ẓā li mụ na mā la hum miw wa liy yiw wa lā na ṣ
42;9;1;اَمِ اتَّخَذُوْا مِنْ دُوْنِهٖٓ اَوْلِيَاۤءَۚ فَاللّٰهُ هُوَ الْوَلِيُّ;amittakhażụ min dụnihī auliyā`, fallāhu huwal-waliyy;a mit ta kha żụ min dụ ni hī au li yā` , fall llā hu hu wal wa li
42;9;2;وَهُوَ يُحْيِ الْمَوْتٰى ۖوَهُوَ عَلٰى كُلِّ شَيْءٍ قَدِيْرٌ ࣖ;wa huwa yuḥyil-mautā wa huwa 'alā kulli syai`ing qadī;u wa hu wa yuḥ yil mau tā wa hu wa 'a lā kul li syai `ing qa dī
42;10;1;وَمَا اخْتَلَفْتُمْ فِيْهِ مِنْ شَيْءٍ فَحُكْمُهٗٓ اِلَى اللّٰهِ ۗذٰلِكُمُ;wa makhtalaftum fīhi min syai`in fa ḥukmuhū ilallāh, żālikum;wa makh ta laf tum fī hi min syai `in fa ḥuk mu hū i lall llāh , żā li k
42;10;2;اللّٰهُ رَبِّيْ عَلَيْهِ تَوَكَّلْتُۖ وَاِلَيْهِ اُنِيْبُ;ullāhu rabbī 'alaihi tawakkaltu wa ilaihi unīb;l llā hu rab bī 'a lai hi ta wak kal tu wa i lai hi u nīb
42;11;1;فَاطِرُ السَّمٰوٰتِ وَالْاَرْضِۗ جَعَلَ لَكُمْ مِّنْ اَنْفُسِكُمْ;fāṭirus-samāwāti wal-arḍ, ja'ala lakum min anfusiku;fā ṭi rus sa mā wā ti wal arḍ , ja 'a la la kum min an fu si ku
42;11;2;اَزْوَاجًا وَّمِنَ الْاَنْعَامِ اَزْوَاجًاۚ يَذْرَؤُكُمْ فِيْهِۗ;azwājaw wa minal-an'āmi azwājā, yażra`ukum fīh;m az wā jaw wa mi nal an 'ā mi az wā jā , yaż ra `u kum fīh
42;11;3;لَيْسَ كَمِثْلِهٖ شَيْءٌ ۚوَهُوَ السَّمِيْعُ الْبَصِيْرُ;laisa kamiṡlihī syaī`, wa huwas-samī'ul-baṣī;, lai sa ka miṡ li hī syaī` , wa hu was sa mī 'ul ba ṣī
42;12;1;لَهٗ مَقَالِيْدُ السَّمٰوٰتِ وَالْاَرْضِۚ يَبْسُطُ الرِّزْقَ;lahụ maqālīdus-samāwāti wal-arḍ, yabsuṭur-riz;la hụ ma qā lī dus sa mā wā ti wal arḍ , yab su ṭur riz
42;12;2;لِمَنْ يَّشَاۤءُ وَيَقْدِرُ ۚاِنَّهٗ بِكُلِّ شَيْءٍ عَلِيْمٌ; limay yasyā`u wa yaqdir, innahụ bikulli syai`in 'alīm;a li may ya syā `u wa yaq dir , in na hụ bi kul li syai `in 'a līm
42;13;1;۞ شَرَعَ لَكُمْ مِّنَ الدِّيْنِ مَا وَصّٰى بِهٖ نُوْحًا وَّالَّذِيْٓ اَوْحَيْنَآ اِلَيْكَ;syara'a lakum minad-dīni mā waṣṣā bihī nụḥaw wallażī auḥainā ilaika;sya ra 'a la kum mi nad dī ni mā waṣ ṣā bi hī nụ ḥaw wal la żī au ḥai nā i lai ka
42;13;2;وَمَا وَصَّيْنَا بِهٖٓ اِبْرٰهِيْمَ وَمُوْسٰى وَعِيْسٰٓى اَنْ اَقِيْمُوا الدِّيْنَ وَلَا;wa mā waṣṣainā bihī ibrāhīma wa mụsā wa 'īsā an aqīmud-dīna ;a wa mā waṣ ṣai nā bi hī ib rā hī ma wa mụ sā wa 'ī sā an a qī mud dī na
42;13;3;تَتَفَرَّقُوْا فِيْهِۗ كَبُرَ عَلَى الْمُشْرِكِيْنَ مَا تَدْعُوْهُمْ اِلَيْهِۗ اَللّٰهُ;tatafarraqụ fīh, kabura 'alal-musyrikīna mā tad'ụhum ilaīh, allāh;ā ta ta far ra qụ fīh , ka bu ra 'a lal musy ri kī na mā tad 'ụ hum i laīh , all ll
42;13;4;يَجْتَبِيْٓ اِلَيْهِ مَنْ يَّشَاۤءُ وَيَهْدِيْٓ اِلَيْهِ مَنْ يُّنِيْبُۗ;u yajtabī ilaihi may yasyā`u wa yahdī ilaihi may yunīb;hu yaj ta bī i lai hi may ya syā `u wa yah dī i lai hi may yu nīb
42;14;1;وَمَا تَفَرَّقُوْٓا اِلَّا مِنْۢ بَعْدِ مَا جَاۤءَهُمُ الْعِلْمُ;wa mā tafarraqū illā mim ba'di mā jā`ahumul-'ilm;wa mā ta far ra qū il lā mim ba' di mā jā `a hu mul 'il m
42;14;2;بَغْيًاۢ بَيْنَهُمْۗ وَلَوْلَا كَلِمَةٌ سَبَقَتْ مِنْ رَّبِّكَ اِلٰٓى;bagyam bainahum, walau lā kalimatun sabaqat mir rabbika il;u bag yam bai na hum , wa lau lā ka li ma tun sa ba qat mir rab bi ka i l
42;14;3;اَجَلٍ مُّسَمًّى لَّقُضِيَ بَيْنَهُمْۗ وَاِنَّ الَّذِيْنَ اُوْرِثُوا;ajalim musammal laquḍiya bainahum, wa innallażīna ụri;ā a ja lim mu sam mal la qu ḍi ya bai na hum , wa in nal la żī na ụ ri
42;14;4;الْكِتٰبَ مِنْۢ بَعْدِهِمْ لَفِيْ شَكٍّ مِّنْهُ مُرِيْبٍ;ul-kitāba mim ba'dihim lafī syakkim min-hu murīb;ṡul ki tā ba mim ba' di him la fī syak kim min hu mu rīb
42;15;1;فَلِذٰلِكَ فَادْعُ ۚوَاسْتَقِمْ كَمَآ اُمِرْتَۚ وَلَا تَتَّبِعْ اَهْوَاۤءَهُمْۚ وَقُلْ;liżālika fad', wastaqim kamā umirt, wa lā tattabi' ahwā`ahum, wa qul;a li żā li ka fad' , was ta qim ka mā u mirt , wa lā tat ta bi' ah wā `a hum , wa qul
42;15;2;اٰمَنْتُ بِمَآ اَنْزَلَ اللّٰهُ مِنْ كِتٰبٍۚ وَاُمِرْتُ لِاَعْدِلَ بَيْنَكُمْ ۗ اَللّٰهُ;āmantu bimā anzalallāhu ming kitāb, wa umirtu li`a'dila bainakum, all;l llā hu ming ki tāb , wa u mir tu li `a' di la bai na kum , all llā hu rab bu nā wa ra
42;15;3;رَبُّنَا وَرَبُّكُمْ ۗ لَنَآ اَعْمَالُنَا وَلَكُمْ اَعْمَالُكُمْ ۗ لَاحُجَّةَ بَيْنَنَا;rabbunā wa rabbukum, lanā a'mālunā wa lakum a'mālukum, lā ḥujjata ba;u rab bu nā wa rab bu kum , la nā a' mā lu nā wa la kum a' mā lu kum , lā ḥuj ja ta ba
42;15;4;وَبَيْنَكُمْ ۗ اَللّٰهُ يَجْمَعُ بَيْنَنَا ۚوَاِلَيْهِ الْمَصِيْرُ ۗ;bainakum, allāhu yajma'u bainanā, wa ilaihil-maṣīr;l llā hu yaj ma 'u bai na nā , wa i lai hil ma ṣīr
42;16;1;وَالَّذِيْنَ يُحَاۤجُّوْنَ فِى اللّٰهِ مِنْۢ بَعْدِ مَا اسْتُجِيْبَ لَهٗ حُجَّتُهُمْ;wallażīna yuḥājjụna fillāhi mim ba'di mastujība lahụ ḥujjatuhum ;wal la żī na yu ḥāj jụ na fil lā hi mim ba' di mas tu jī ba la hụ ḥuj ja tu hum
42;16;2;دَاحِضَةٌ عِنْدَ رَبِّهِمْ وَعَلَيْهِمْ غَضَبٌ وَّلَهُمْ عَذَابٌ شَدِيْدٌ;dāḥiḍatun 'inda rabbihim wa 'alaihim gaḍabuw wa lahum 'ażābun syadīd;m dā ḥi ḍa tun 'in da rab bi him wa 'a lai him ga ḍa buw wa la hum 'a żā bun sya dīd
42;17;1;اَللّٰهُ الَّذِيْٓ اَنْزَلَ الْكِتٰبَ بِالْحَقِّ وَالْمِيْزَانَ ۗوَمَا يُدْرِيْكَ لَعَلَّ السَّاعَةَ قَرِيْبٌ;allāhullażī anzalal-kitāba bil-ḥaqqi wal mīzān, wa mā yudrīka la'allas-sā'ata qarīb;l llā hul la żī an za lal ki tā ba bil ḥaq qi wal mī zān , wa mā yud rī ka la 'al las sā 'a ta qa rīb
42;18;1;يَسْتَعْجِلُ بِهَا الَّذِيْنَ لَا يُؤْمِنُوْنَ بِهَاۚ وَالَّذِيْنَ اٰمَنُوْا;yasta'jilu bihallażīna lā yu`minụna bihā, wallażīna āman;yas ta' ji lu bi hal la żī na lā yu` mi nụ na bi hā , wal la żī na ā ma n
42;18;2;مُشْفِقُوْنَ مِنْهَاۙ وَيَعْلَمُوْنَ اَنَّهَا الْحَقُّ ۗ اَلَآ اِنَّ;musyfiqụna min-hā wa ya'lamụna annahal-ḥaqq, alā i;ụ musy fi qụ na min hā wa ya' la mụ na an na hal ḥaqq , a lā i
42;18;3;الَّذِيْنَ يُمَارُوْنَ فِى السَّاعَةِ لَفِيْ ضَلٰلٍۢ بَعِيْدٍ;nallażīna yumārụna fis-sā'ati lafī ḍalālim ba'īd;n nal la żī na yu mā rụ na fis sā 'a ti la fī ḍa lā lim ba 'īd
42;19;1;اَللّٰهُ لَطِيْفٌۢ بِعِبَادِهٖ يَرْزُقُ مَنْ يَّشَاۤءُ ۚوَهُوَ الْقَوِيُّ الْعَزِيْزُ ࣖ;allāhu laṭīfum bi'ibādihī yarzuqu may yasyā`, wa huwal-qawiyyul-'azīz;l llā hu la ṭī fum bi 'i bā di hī yar zu qu may ya syā` , wa hu wal qa wiy yul 'a zīz
42;20;1;مَنْ كَانَ يُرِيْدُ حَرْثَ الْاٰخِرَةِ نَزِدْ لَهٗ فِيْ حَرْثِهٖۚ وَمَنْ كَانَ يُرِيْدُ; kāna yurīdu ḥarṡal-ākhirati nazid lahụ fī ḥarṡih, wa mang kāna yurī;g kā na yu rī du ḥar ṡal ā khi ra ti na zid la hụ fī ḥar ṡih , wa mang kā na yu rī
42;20;2;حَرْثَ الدُّنْيَا نُؤْتِهٖ مِنْهَاۙ وَمَا لَهٗ فِى الْاٰخِرَةِ مِنْ نَّصِيْبٍ;ḥarṡad-dun-yā nu`tihī min-hā wa mā lahụ fil-ākhirati min n;u ḥar ṡad dun yā nu` ti hī min hā wa mā la hụ fil ā khi ra ti min n
42;21;1;اَمْ لَهُمْ شُرَكٰۤؤُا شَرَعُوْا لَهُمْ مِّنَ الدِّيْنِ مَا لَمْ;am lahum syurakā`u syara'ụ lahum minad-dīni mā lam ;am la hum syu ra kā `u sya ra 'ụ la hum mi nad dī ni mā lam
42;21;2;يَأْذَنْۢ بِهِ اللّٰهُ ۗوَلَوْلَا كَلِمَةُ الْفَصْلِ لَقُضِيَ;ya`żam bihillāh, walau lā kalimatul-faṣli laquḍi;m ya` żam bi hil lāh , wa lau lā ka li ma tul faṣ li la qu ḍi
42;21;3;بَيْنَهُمْ ۗوَاِنَّ الظّٰلِمِيْنَ لَهُمْ عَذَابٌ اَلِيْمٌ;bainahum, wa innaẓ-ẓālimīna lahum 'ażābun alīm;a bai na hum , wa in naẓ ẓā li mī na la hum 'a żā bun a līm
42;22;1;تَرَى الظّٰلِمِيْنَ مُشْفِقِيْنَ مِمَّا كَسَبُوْا وَهُوَ وَاقِعٌۢ بِهِمْ ۗوَالَّذِيْنَ;taraẓ-ẓālimīna musyfiqīna mimmā kasabụ wa huwa wāqi'um bihim, wallażī;ta raẓ ẓā li mī na musy fi qī na mim mā ka sa bụ wa hu wa wā qi 'um bi him , wal la żī
42;22;2;اٰمَنُوْا وَعَمِلُوا الصّٰلِحٰتِ فِيْ رَوْضٰتِ الْجَنّٰتِۚ لَهُمْ مَّا يَشَاۤءُوْنَ;āmanụ wa 'amiluṣ-ṣāliḥāti fī rauḍātil-jannāt, lahum mā yasyā`ụn;a ā ma nụ wa 'a mi luṣ ṣā li ḥā ti fī rau ḍā til jan nāt , la hum mā ya syā `ụ n
42;22;3;عِنْدَ رَبِّهِمْ ۗذٰلِكَ هُوَ الْفَضْلُ الْكَبِيْرُ;'inda rabbihim, żālika huwal-faḍlul-kab;a 'in da rab bi him , żā li ka hu wal faḍ lul ka b
42;23;1;ذٰلِكَ الَّذِيْ يُبَشِّرُ اللّٰهُ عِبَادَهُ الَّذِيْنَ اٰمَنُوْا وَعَمِلُوا الصّٰلِحٰتِۗ;żālikallażī yubasysyirullāhu 'ibādahullażīna āmanụ wa 'amiluṣ-ṣāliḥāt,;l llā hu 'i bā da hul la żī na ā ma nụ wa 'a mi luṣ ṣā li ḥāt , qul lā as `a lu kum 'a lai hi a
42;23;2;قُلْ لَّآ اَسْـَٔلُكُمْ عَلَيْهِ اَجْرًا اِلَّا الْمَوَدَّةَ فِى الْقُرْبٰىۗ وَمَنْ يَّقْتَرِفْ;qul lā as`alukum 'alaihi ajran illal-mawaddata fil-qurbā, wa may yaqt;, qul lā as `a lu kum 'a lai hi aj ran il lal ma wad da ta fil qur bā , wa may yaq t
42;23;3;حَسَنَةً نَّزِدْ لَهٗ فِيْهَا حُسْنًا ۗاِنَّ اللّٰهَ غَفُوْرٌ شَكُوْرٌ; ḥasanatan nazid lahụ fīhā ḥusnā, innallāha gafụrun syakụr;f ḥa sa na tan na zid la hụ fī hā ḥus nā , in nall llā ha ga fụ run sya k
42;24;1;اَمْ يَقُوْلُوْنَ افْتَرٰى عَلَى اللّٰهِ كَذِبًاۚ فَاِنْ يَّشَاِ اللّٰهُ;am yaqụlụnaftarā 'alallāhi każibā, fa iy yasya`illāh;l llā hi ka żi bā , fa iy ya sya `il lā hu yakh tim 'a lā qal bik ,
42;24;2;يَخْتِمْ عَلٰى قَلْبِكَ ۗوَيَمْحُ اللّٰهُ الْبَاطِلَ وَيُحِقُّ الْحَقَّ; yakhtim 'alā qalbik, wa yam-ḥullāhul-bāṭila wa yuḥiqqul;u yakh tim 'a lā qal bik , wa yam ḥull llā hul bā ṭi la wa yu ḥiq q
42;24;3;بِكَلِمٰتِهٖ ۗاِنَّهٗ عَلِيْمٌ ۢبِذَاتِ الصُّدُوْرِ; bikalimātih, innahụ 'alīmum biżātiṣ-ṣud;a bi ka li mā tih , in na hụ 'a lī mum bi żā tiṣ ṣu d
42;25;1;وَهُوَ الَّذِيْ يَقْبَلُ التَّوْبَةَ عَنْ عِبَادِهٖ وَيَعْفُوْا عَنِ السَّيِّاٰتِ وَيَعْلَمُ مَا تَفْعَلُوْنَۙ;wa huwallażī yaqbalut-taubata 'an 'ibādihī wa ya'fụ 'anis-sayyi`āti wa ya'lamu mā taf'alụn;wa hu wal la żī yaq ba lut tau ba ta 'an 'i bā di hī wa ya' fụ 'a nis say yi `ā ti wa ya' la mu mā taf 'a lụn
42;26;1;وَيَسْتَجِيْبُ الَّذِيْنَ اٰمَنُوْا وَعَمِلُوا الصّٰلِحٰتِ وَيَزِيْدُهُمْ;yastajībullażīna āmanụ wa 'amiluṣ-ṣāliḥāti wa yazīduhum;a yas ta jī bul la żī na ā ma nụ wa 'a mi luṣ ṣā li ḥā ti wa ya zī du hum
42;26;2;مِّنْ فَضْلِهٖ ۗوَالْكٰفِرُوْنَ لَهُمْ عَذَابٌ شَدِيْدٌ;min faḍlih, wal-kāfirụna lahum 'ażābun syadīd;m min faḍ lih , wal kā fi rụ na la hum 'a żā bun sya dīd
42;27;1;۞ وَلَوْ بَسَطَ اللّٰهُ الرِّزْقَ لِعِبَادِهٖ لَبَغَوْا فِى الْاَرْضِ وَلٰكِنْ;walau basaṭallāhur-rizqa li'ibādihī labagau fil-arḍi wa lāk;l llā hur riz qa li 'i bā di hī la ba gau fil ar ḍi wa lā kiy yu naz zi lu
42;27;2;يُنَزِّلُ بِقَدَرٍ مَّا يَشَاۤءُ ۗاِنَّهٗ بِعِبَادِهٖ خَبِيْرٌۢ بَصِيْرٌ; yunazzilu biqadarim mā yasyā`, innahụ bi'ibādihī khabīrum baṣīr;y yu naz zi lu bi qa da rim mā ya syā` , in na hụ bi 'i bā di hī kha bī rum ba ṣīr
42;28;1;وَهُوَ الَّذِيْ يُنَزِّلُ الْغَيْثَ مِنْۢ بَعْدِ مَا قَنَطُوْا;wa huwallażī yunazzilul-gaiṡa mim ba'di mā qana;wa hu wal la żī yu naz zi lul gai ṡa mim ba' di mā qa na
42;28;2;وَيَنْشُرُ رَحْمَتَهٗ ۗوَهُوَ الْوَلِيُّ الْحَمِيْدُ;yansyuru raḥmatah, wa huwal-waliyyul-ḥam;a yan syu ru raḥ ma tah , wa hu wal wa liy yul ḥa m
42;29;1;وَمِنْ اٰيٰتِهٖ خَلْقُ السَّمٰوٰتِ وَالْاَرْضِ وَمَا بَثَّ فِيْهِمَا;min āyātihī khalqus-samāwāti wal-arḍi wa mā baṡṡa fīhim;a min ā yā ti hī khal qus sa mā wā ti wal ar ḍi wa mā baṡ ṡa fī hi m
42;29;2;مِنْ دَاۤبَّةٍ ۗوَهُوَ عَلٰى جَمْعِهِمْ اِذَا يَشَاۤءُ قَدِيْرٌ ࣖ;himā min dābbah, wa huwa 'alā jam'ihim iżā yasyā`u qadīr;ī hi mā min dāb bah , wa hu wa 'a lā jam 'i him i żā ya syā `u qa dīr
42;30;1;وَمَآ اَصَابَكُمْ مِّنْ مُّصِيْبَةٍ فَبِمَا كَسَبَتْ اَيْدِيْكُمْ وَيَعْفُوْا عَنْ كَثِيْرٍۗ;wa mā aṣābakum mim muṣībatin fa bimā kasabat aidīkum wa ya'fụ 'ang kaṡīr;wa mā a ṣā ba kum mim mu ṣī ba tin fa bi mā ka sa bat ai dī kum wa ya' fụ 'ang ka ṡīr
